GSVIVT01000001001								
GSVIVT01000002001	PF00999	PTHR10110	KOG1965			AT3G05030.1	ATNHX2,NHX2	sodium hydrogen exchanger 2
GSVIVT01000397001	PF00561,PF12146	PTHR11614	KOG1455			AT1G73480.1		alpha/beta-Hydrolases superfamily protein
GSVIVT01000399001	PF00561,PF12146	PTHR11614	KOG1455			AT1G73480.1		alpha/beta-Hydrolases superfamily protein
GSVIVT01000400001	PF03000					AT3G22104.1		Phototropic-responsive NPH3 family protein
GSVIVT01000401001	PF01397,PF03936					AT4G16740.2	ATTPS03,TPS03	terpene synthase 03
GSVIVT01000402001	PF03936					AT3G25820.1	ATTPS-CIN,TPS-CIN	terpene synthase-like sequence-1,8-cineole
GSVIVT01000403001	PF01397					AT3G25830.1	ATTPS-CIN,TPS-CIN	terpene synthase-like sequence-1,8-cineole
GSVIVT01000405001		PTHR19376:SF4				ATCG00180.1		DNA-directed RNA polymerase family protein
GSVIVT01000409001								
GSVIVT01000410001	PF03936					AT4G16730.1	TPS02	terpene synthase 02
GSVIVT01000411001								
GSVIVT01000412001								
GSVIVT01000413001								
GSVIVT01000414001	PF03936					AT4G16730.1	TPS02	terpene synthase 02
GSVIVT01000415001	PF00432	PTHR11774	KOG0366	2.5.1.60	K05956	AT3G12070.2	AtRGTB2,RGTB2	RAB geranylgeranyl transferase beta subunit 2
GSVIVT01000416001	PF00722,PF06955			2.4.1.207	K08235	AT4G03210.1	XTH9	xyloglucan endotransglucosylase/hydrolase 9
GSVIVT01000419001	PF08241					AT2G16030.1		S-adenosyl-L-methionine-dependent methyltransferases superfamily protein
GSVIVT01000420001	PF01535	PTHR10483				AT3G12770.1	MEF22	mitochondrial editing factor  22
GSVIVT01000421001						AT4G03220.1		Protein with RNI-like/FBD-like domains
GSVIVT01000422001	PF03321					AT5G54510.1	DFL1,GH3.6	Auxin-responsive GH3 family protein
GSVIVT01000423001								
GSVIVT01000424001		PTHR23258				AT4G03230.1		S-locus lectin protein kinase family protein
GSVIVT01000425001	PF01453,PF00954,PF08276,PF00069,PF07714,PF11883	PTHR23258	KOG1187			AT4G03230.1		S-locus lectin protein kinase family protein
GSVIVT01000426001	PF00069,PF07714,PF11883	PTHR23258	KOG1187			AT4G03230.1		S-locus lectin protein kinase family protein
GSVIVT01000427001	PF00069,PF07714,PF11883	PTHR23258	KOG1187			AT4G03230.1		S-locus lectin protein kinase family protein
GSVIVT01000428001	PF08276,PF00069,PF07714,PF11883	PTHR23258	KOG1187			AT1G11300.1		protein serine/threonine kinases;protein kinases;ATP binding;sugar binding;kinases;carbohydrate binding
GSVIVT01000429001		PTHR23258				AT4G03230.1		S-locus lectin protein kinase family protein
GSVIVT01000432001	PF00954,PF08276,PF07714,PF00069,PF11883	PTHR23258	KOG0192			AT1G65790.1	ARK1,RK1	receptor kinase 1
GSVIVT01000436001						AT3G20980.1		Gag-Pol-related retrotransposon family protein
GSVIVT01000437001	PF00954,PF08276,PF01453,PF00069,PF07974,PF11883	PTHR23258	KOG1187			AT4G03230.1		S-locus lectin protein kinase family protein
GSVIVT01000438001	PF00954,PF08276,PF11883	PTHR23258	KOG1187			AT4G03230.1		S-locus lectin protein kinase family protein
GSVIVT01000440001	PF00643					AT5G54470.1		B-box type zinc finger family protein
GSVIVT01000441001	PF01491	PTHR16821:SF2	KOG3413			AT4G03240.1	ATFH,FH	frataxin homolog
GSVIVT01000442001	PF00560	PTHR10588				AT4G03260.1		Outer arm dynein light chain 1 protein
GSVIVT01000443001						AT1G11360.4		Adenine nucleotide alpha hydrolases-like superfamily protein
GSVIVT01000444001	PF07522	PTHR23240	KOG1361			AT1G27410.1		DNA repair metallo-beta-lactamase family protein
GSVIVT01000445001	PF01453,PF00954,PF08276,PF08693	PTHR23258				AT2G19130.1		S-locus lectin protein kinase family protein
GSVIVT01000446001	PF05623					AT1G15030.1		Protein of unknown function (DUF789)
GSVIVT01000448001								
GSVIVT01000449001	PF00249	PTHR10641	KOG0048			AT3G23250.1	ATMYB15,ATY19,MYB15	myb domain protein 15
GSVIVT01000450001	PF00249	PTHR10641	KOG0048			AT3G23250.1	ATMYB15,ATY19,MYB15	myb domain protein 15
GSVIVT01000451001	PF00134,PF02984	PTHR10177	KOG0656			AT4G03270.1	CYCD6;1	Cyclin D6;1
GSVIVT01000452001								
GSVIVT01000453001	PF08802,PF00355	PTHR10134				AT4G03280.1	PETC,PGR1	photosynthetic electron transfer C
GSVIVT01000454001		PTHR11999				AT2G20340.1		Pyridoxal phosphate (PLP)-dependent transferases superfamily protein
GSVIVT01000457001	PF01733	PTHR10332	KOG1479			AT4G05120.1	ATENT3,ENT3,FUR1	Major facilitator superfamily protein
GSVIVT01000458001						AT4G28100.1		
GSVIVT01000459001								
GSVIVT01000460001	PF00249	PTHR10641	KOG0048		K09422	AT4G21440.1	ATM4,ATMYB102,MYB102	MYB-like 102
GSVIVT01000461001	PF02458					AT1G03495.1		HXXXD-type acyl-transferase family protein
GSVIVT01000464001						AT5G39050.1		HXXXD-type acyl-transferase family protein
GSVIVT01000465001								
GSVIVT01000467001								
GSVIVT01000468001						AT1G03495.1		HXXXD-type acyl-transferase family protein
GSVIVT01000469001						AT1G03495.1		HXXXD-type acyl-transferase family protein
GSVIVT01000470001						AT1G03940.1		HXXXD-type acyl-transferase family protein
GSVIVT01000472001	PF02458					AT1G03940.1		HXXXD-type acyl-transferase family protein
GSVIVT01000477001	PF08100,PF00891,PF08242	PTHR11746	KOG3178	2.1.1.76	K05279	AT5G54160.1	ATOMT1,OMT1	O-methyltransferase 1
GSVIVT01000481001	PF00753	PTHR11935	KOG0814			AT1G53580.1	ETHE1,GLX2-3,GLY3	glyoxalase II  3
GSVIVT01000482001		PTHR10052				AT1G17080.1		Ribosomal protein L18ae family
GSVIVT01000483001								
GSVIVT01000485001	PF01775	PTHR10052	KOG0829		K02882	AT2G34480.1		Ribosomal protein L18ae/LX family protein
GSVIVT01000491001	PF00067	PTHR19383	KOG0157			AT3G14690.1	CYP72A15	cytochrome P450, family 72, subfamily A, polypeptide 15
GSVIVT01000492001								
GSVIVT01000493001	PF00067	PTHR19383	KOG0157			AT3G14690.1	CYP72A15	cytochrome P450, family 72, subfamily A, polypeptide 15
GSVIVT01000494001	PF00067	PTHR19383	KOG0157			AT3G14690.1	CYP72A15	cytochrome P450, family 72, subfamily A, polypeptide 15
GSVIVT01000497001	PF00067	PTHR19383	KOG0157			AT3G14690.1	CYP72A15	cytochrome P450, family 72, subfamily A, polypeptide 15
GSVIVT01000499001	PF00067	PTHR19383	KOG0157			AT3G14690.1	CYP72A15	cytochrome P450, family 72, subfamily A, polypeptide 15
GSVIVT01000500001		PTHR12606				AT3G06910.1	ULP1A	UB-like protease 1A
GSVIVT01000503001	PF00240,PF11976	PTHR10562				AT5G55160.1	ATSUMO2,SUM2,SUMO 2,SUMO2	small ubiquitin-like modifier 2
GSVIVT01000504001		PTHR19383:SF140				AT3G14610.1	CYP72A7	cytochrome P450, family 72, subfamily A, polypeptide 7
GSVIVT01000505001								
GSVIVT01000506001		PTHR19383	KOG0157			AT3G14690.1	CYP72A15	cytochrome P450, family 72, subfamily A, polypeptide 15
GSVIVT01000509001								
GSVIVT01000511001								
GSVIVT01000512001						ATMG00520.1		Intron maturase, type II family protein
GSVIVT01000514001	PF03109	PTHR10566	KOG1235		K08869	AT3G24190.1		Protein kinase superfamily protein
GSVIVT01000515001		PTHR10177				AT2G22490.2	ATCYCD2;1,CYCD2;1	Cyclin D2;1
GSVIVT01000516001								
GSVIVT01000517001	PF11904	PTHR12447				AT1G04780.1		Ankyrin repeat family protein
GSVIVT01000518001		PTHR12447				AT1G04780.1		Ankyrin repeat family protein
GSVIVT01000521001	PF00195					AT5G13930.1	ATCHS,CHS,TT4	Chalcone and stilbene synthase family protein
GSVIVT01000524001	PF00957	PTHR21136	KOG0859		K08511	AT1G04760.1	ATVAMP726,VAMP726	vesicle-associated membrane protein 726
GSVIVT01000525001	PF01095					AT3G24130.1		Pectin lyase-like superfamily protein
GSVIVT01000526001						AT1G04900.1		Protein of unknown function (DUF185)
GSVIVT01000527001		PTHR13902				AT5G41990.1	ATWNK8,WNK8	with no lysine (K) kinase 8
GSVIVT01000528001	PF02636					AT1G04900.1		Protein of unknown function (DUF185)
GSVIVT01000534001	PF03000					AT1G67900.1		Phototropic-responsive NPH3 family protein
GSVIVT01000535001	PF04724	PTHR12224		2.4.1.144	K00737	AT1G12990.1		beta-1,4-N-acetylglucosaminyltransferase family protein
GSVIVT01000536001						AT4G02550.1		
GSVIVT01000538001	PF00097	PTHR22763				AT1G67856.1		RING/U-box superfamily protein
GSVIVT01000540001	PF05212					AT1G67850.1		Protein of unknown function (DUF707)
GSVIVT01000541001								
GSVIVT01000542001	PF00512					AT1G67840.1	CSK	chloroplast sensor kinase
GSVIVT01000543001	PF00481	PTHR13832	KOG0700			AT1G67820.1		Protein phosphatase 2C family protein
GSVIVT01000544001	PF05910					AT4G12690.2		Plant protein of unknown function (DUF868)
GSVIVT01000545001	PF00657	PTHR22835:SF27				AT3G26430.1		GDSL-like Lipase/Acylhydrolase superfamily protein
GSVIVT01000546001	PF00657	PTHR22835:SF27				AT3G26430.1		GDSL-like Lipase/Acylhydrolase superfamily protein
GSVIVT01000547001	PF00657	PTHR22835:SF27				AT3G26430.1		GDSL-like Lipase/Acylhydrolase superfamily protein
GSVIVT01000548001	PF00657	PTHR22835:SF27				AT5G14450.1		GDSL-like Lipase/Acylhydrolase superfamily protein
GSVIVT01000549001	PF06273					AT1G13020.1	EIF4B2	eukaryotic initiation factor 4B2
GSVIVT01000550001	PF02657					AT1G67810.1	SUFE2	sulfur E2
GSVIVT01000552001	PF05019	PTHR12922				AT2G03690.1		coenzyme Q biosynthesis Coq4 family protein / ubiquinone biosynthesis Coq4 family protein
GSVIVT01000553001						AT1G26355.1	SP1L1	SPIRAL1-like1
GSVIVT01000554001	PF00271,PF04408,PF07717	PTHR18934	KOG0922			AT1G26370.1		RNA helicase family protein
GSVIVT01000555001	PF03138,PF10250					AT3G26370.1		O-fucosyltransferase family protein
GSVIVT01000557001		PTHR15197			K13150	AT1G13030.1		sphere organelles protein-related
GSVIVT01000558001	PF00782	PTHR10159	KOG1718			AT3G55270.1	ATMKP1,MKP1	mitogen-activated protein kinase phosphatase 1
GSVIVT01000559001	PF01535	PTHR10483				AT1G13040.1		Pentatricopeptide repeat (PPR-like) superfamily protein
GSVIVT01000560001								
GSVIVT01000561001	PF00069	PTHR11295	KOG0671			AT4G24740.1	AFC2,AME1,FC2	FUS3-complementing gene 2
GSVIVT01000563001	PF00067	PTHR19383	KOG0156			AT3G26300.1	CYP71B34	cytochrome P450, family 71, subfamily B, polypeptide 34
GSVIVT01000564001	PF00067	PTHR19383	KOG0156			AT3G26310.1	CYP71B35	cytochrome P450, family 71, subfamily B, polypeptide 35
GSVIVT01000566001		PTHR19383				AT3G26310.1	CYP71B35	cytochrome P450, family 71, subfamily B, polypeptide 35
GSVIVT01000567001	PF00067	PTHR19383	KOG0156			AT3G26310.1	CYP71B35	cytochrome P450, family 71, subfamily B, polypeptide 35
GSVIVT01000568001						AT1G24560.1		
GSVIVT01000569001	PF00650	PTHR23324				AT3G51670.1		SEC14 cytosolic factor family protein / phosphoglyceride transfer family protein
GSVIVT01000570001	PF07002,PF00097	PTHR10857	KOG4172			AT5G14420.3	RGLG2	RING domain ligase2
GSVIVT01000571001								
GSVIVT01000572001	PF07817	PTHR12960	KOG2412			AT1G13120.1	emb1745	embryo defective 1745
GSVIVT01000573001						AT1G13130.1		Cellulase (glycosyl hydrolase family 5) protein
GSVIVT01000574001	PF00227	PTHR11599	KOG0173	3.4.25.1	K02739	AT5G40580.2	PBB2	20S proteasome beta subunit PBB2
GSVIVT01000575001		PTHR19383				AT1G24540.1	CYP86C1	cytochrome P450, family 86, subfamily C, polypeptide 1
GSVIVT01000576001						AT1G67790.1		
GSVIVT01000577001	PF11594	PTHR13871:SF2				AT3G01680.1		
GSVIVT01000578001	PF11594					AT3G01680.1		
GSVIVT01000579001	PF00400	PTHR22844	KOG0294			AT1G24530.1		Transducin/WD40 repeat-like superfamily protein
GSVIVT01000580001	PF00664,PF00005	PTHR19242	KOG0055			AT3G28345.1		ABC transporter family protein
GSVIVT01000581001						AT1G67785.1		
GSVIVT01000582001	PF08246,PF00112	PTHR12411	KOG1543	3.4.22.-	K01376	AT5G50260.1		Cysteine proteinases superfamily protein
GSVIVT01000583001	PF00076,PF04059	PTHR10548				AT3G26120.1	TEL1	terminal EAR1-like 1
GSVIVT01000584001		PTHR10314:SF4				AT3G26115.1		Pyridoxal-5\'-phosphate-dependent enzyme family protein
GSVIVT01000585001	PF08158,PF05285	PTHR12730	KOG2229			AT1G13160.1		ARM repeat superfamily protein
GSVIVT01000586001	PF00169,PF01237	PTHR10972	KOG1737			AT1G13170.1	ORP1D	OSBP(oxysterol binding protein)-related protein 1D
GSVIVT01000587001	PF00022	PTHR11937	KOG0678			AT1G13180.1	ARP3,ATARP3,DIS1	Actin-like ATPase superfamily protein
GSVIVT01000588001	PF00076	PTHR10432				AT1G13190.1		RNA-binding (RRM/RBD/RNP motifs) family protein
GSVIVT01000590001	PF00118	PTHR11353	KOG0357			AT1G24510.1		TCP-1/cpn60 chaperonin family protein
GSVIVT01000592001	PF00544			4.2.2.2	K01728	AT1G67750.1		Pectate lyase family protein
GSVIVT01000593001	PF00415	PTHR22870	KOG1427			AT3G26100.2		Regulator of chromosome condensation (RCC1) family protein
GSVIVT01000594001	PF02096	PTHR12428			K03217	AT1G24490.1	ALB4,ARTEMIS	OxaA/YidC-like membrane insertion protein
GSVIVT01000596001						AT5G37190.1	CIP4	COP1-interacting protein 4
GSVIVT01000597001	PF00106	PTHR19410	KOG1014			AT1G67730.1	ATKCR1,KCR1,YBR159	beta-ketoacyl reductase 1
GSVIVT01000598001	PF00106	PTHR19410	KOG1014			AT1G67730.1	ATKCR1,KCR1,YBR159	beta-ketoacyl reductase 1
GSVIVT01000600001	PF00106	PTHR19410	KOG1014			AT1G67730.1	ATKCR1,KCR1,YBR159	beta-ketoacyl reductase 1
GSVIVT01000601001								
GSVIVT01000602001	PF00171	PTHR11699	KOG2450			AT1G23800.1	ALDH2B,ALDH2B7	aldehyde dehydrogenase 2B7
GSVIVT01000603001	PF00106	PTHR19410	KOG1014			AT1G67730.1	ATKCR1,KCR1,YBR159	beta-ketoacyl reductase 1
GSVIVT01000604001	PF02926					AT1G09290.1		
GSVIVT01000606001	PF00249					AT2G40260.1		Homeodomain-like superfamily protein
GSVIVT01000609001	PF05676	PTHR20900		1.6.5.3,1.6.99.3	K03963	AT2G02050.1		NADH-ubiquinone oxidoreductase B18 subunit, putative
GSVIVT01000620001						AT1G12610.1	DDF1	Integrase-type DNA-binding superfamily protein
GSVIVT01000621001								
GSVIVT01000622001	PF02364		KOG0916	2.4.1.-	K11000	AT3G14570.1	ATGSL04,atgsl4,gsl04	glucan synthase-like 4
GSVIVT01000623001	PF00168	PTHR16122				AT1G53590.1	NTMC2T6.1,NTMC2TYPE6.1	Calcium-dependent lipid-binding (CaLB domain) family protein
GSVIVT01000634001	PF00560,PF00931	PTHR23155	KOG4658			AT3G14460.1		LRR and NB-ARC domains-containing disease resistance protein
GSVIVT01000635001	PF00560,PF00931	PTHR23155	KOG4658			AT3G14460.1		LRR and NB-ARC domains-containing disease resistance protein
GSVIVT01000637001								
GSVIVT01000639001	PF00931,PF00560	PTHR23155	KOG4658			AT3G14470.1		NB-ARC domain-containing disease resistance protein
GSVIVT01000641001	PF00931,PF00560	PTHR11439	KOG4658			AT3G14470.1		NB-ARC domain-containing disease resistance protein
GSVIVT01000642001						AT3G14470.1		NB-ARC domain-containing disease resistance protein
GSVIVT01000643001								
GSVIVT01000646001	PF00931,PF00560	PTHR23155	KOG4658			AT3G14460.1		LRR and NB-ARC domains-containing disease resistance protein
GSVIVT01000648001	PF03145	PTHR10315	KOG3002			AT3G61790.1		Protein with RING/U-box and TRAF-like domains
GSVIVT01000649001	PF04869,PF04871	PTHR10013	KOG0946			AT3G27530.1	GC6,MAG4	golgin candidate 6
GSVIVT01000650001	PF00215		KOG1377	2.4.2.10,4.1.1.23	K13421	AT3G54470.1		uridine 5\'-monophosphate synthase / UMP synthase (PYRE-F) (UMPS)
GSVIVT01000651001	PF00560	PTHR23125				AT3G14460.1		LRR and NB-ARC domains-containing disease resistance protein
GSVIVT01000653001	PF00560					AT3G14460.1		LRR and NB-ARC domains-containing disease resistance protein
GSVIVT01000654001	PF00215					AT3G54470.1		uridine 5\'-monophosphate synthase / UMP synthase (PYRE-F) (UMPS)
GSVIVT01000655001	PF00560	PTHR23125				AT3G14460.1		LRR and NB-ARC domains-containing disease resistance protein
GSVIVT01000656001	PF00560	PTHR23125	KOG4658			AT3G14470.1		NB-ARC domain-containing disease resistance protein
GSVIVT01000657001	PF00560	PTHR23155				AT3G14460.1		LRR and NB-ARC domains-containing disease resistance protein
GSVIVT01000658001	PF01008	PTHR10233	KOG1465		K03754	AT3G07300.1		NagB/RpiA/CoA transferase-like superfamily protein
GSVIVT01000659001	PF00646	PTHR23244:SF7				AT3G54480.1	SKIP5,SKP5	SKP1/ASK-interacting protein 5
GSVIVT01000663001	PF00560	PTHR23155	KOG4658			AT3G14470.1		NB-ARC domain-containing disease resistance protein
GSVIVT01000664001						AT2G38780.1		
GSVIVT01000665001	PF00560,PF03871,PF01191	PTHR10535	KOG3218			AT3G54490.1	RPB5E	RNA polymerase II fifth largest subunit, E
GSVIVT01000666001	PF00931,PF00560					AT3G14470.1		NB-ARC domain-containing disease resistance protein
GSVIVT01000667001								
GSVIVT01000668001	PF00560	PTHR23155:SF33				AT3G14460.1		LRR and NB-ARC domains-containing disease resistance protein
GSVIVT01000669001						AT3G54500.1		
GSVIVT01000675001								
GSVIVT01000676001						AT1G65950.1		Protein kinase superfamily protein
GSVIVT01000677001	PF11721					AT1G53420.1		Leucine-rich repeat transmembrane protein kinase
GSVIVT01000678001						AT3G57060.2		binding
GSVIVT01000679001						AT1G15780.1		
GSVIVT01000682001		PTHR11785	KOG1286			AT1G17120.1	CAT8	cationic amino acid transporter 8
GSVIVT01000684001								
GSVIVT01000687001	PF03171	PTHR10209	KOG0143			AT1G78440.1	ATGA2OX1,GA2OX1	Arabidopsis thaliana gibberellin 2-oxidase 1
GSVIVT01000689001	PF03171	PTHR10209	KOG0143	1.14.11.13	K04125	AT1G78440.1	ATGA2OX1,GA2OX1	Arabidopsis thaliana gibberellin 2-oxidase 1
GSVIVT01000691001						AT5G62390.1	ATBAG7,BAG7	BCL-2-associated athanogene 7
GSVIVT01000692001						AT5G62390.1	ATBAG7,BAG7	BCL-2-associated athanogene 7
GSVIVT01000696001	PF01753,PF00443	PTHR10420	KOG1865			AT1G17110.1	UBP15	ubiquitin-specific protease 15
GSVIVT01000697001								
GSVIVT01000700001		PTHR10984:SF6				AT1G22200.1		Endoplasmic reticulum vesicle transporter protein
GSVIVT01000707001						AT4G27020.1		
GSVIVT01000708001	PF08392,PF08541,PF02797					AT1G04220.1	KCS2	3-ketoacyl-CoA synthase 2
GSVIVT01000710001	PF08392,PF02797,PF08541					AT1G04220.1	KCS2	3-ketoacyl-CoA synthase 2
GSVIVT01000711001	PF02263	PTHR10751	KOG2037			AT2G38840.1		Guanylate-binding family protein
GSVIVT01000712001	PF00583,PF00439	PTHR22880		2.3.1.48	K06062	AT3G54610.1	BGT,GCN5,HAC3,HAG01,HAG1,HAT1	histone acetyltransferase of the GNAT family 1
GSVIVT01000713001	PF00583,PF00439	PTHR22880				AT3G54610.1	BGT,GCN5,HAC3,HAG01,HAG1,HAT1	histone acetyltransferase of the GNAT family 1
GSVIVT01000714001	PF00170,PF07716,PF12498	PTHR22952				AT5G28770.2	AtbZIP63,BZO2H3	bZIP transcription factor family protein
GSVIVT01000715001	PF01535	PTHR10483				AT2G29760.1	OTP81	Tetratricopeptide repeat (TPR)-like superfamily protein
GSVIVT01000716001	PF00290	PTHR10314	KOG4175	4.2.1.20	K01695	AT4G02610.1		Aldolase-type TIM barrel family protein
GSVIVT01000717001	PF00010					AT4G02590.2	UNE12	basic helix-loop-helix (bHLH) DNA-binding superfamily protein
GSVIVT01000718001	PF01257	PTHR10371	KOG3196	1.6.5.3,1.6.99.3	K03943	AT4G02580.1		NADH-ubiquinone oxidoreductase 24 kDa subunit, putative
GSVIVT01000719001	PF00436	PTHR10302				AT1G47720.1	OSB1	Primosome PriB/single-strand DNA-binding
GSVIVT01000720001	PF02309					AT5G43700.1	ATAUX2-11,IAA4	AUX/IAA transcriptional regulator family protein
GSVIVT01000721001	PF02309				K14484	AT3G04730.1	IAA16	indoleacetic acid-induced protein 16
GSVIVT01000723001			KOG2702			AT1G03030.1		P-loop containing nucleoside triphosphate hydrolases superfamily protein
GSVIVT01000724001	PF00646,PF00560	PTHR23125	KOG4341			AT3G54650.1	FBL17	RNI-like superfamily protein
GSVIVT01000725001	PF01764		KOG4569			AT2G30550.2		alpha/beta-Hydrolases superfamily protein
GSVIVT01000726001	PF00400	PTHR18359	KOG2055		K14553	AT5G14050.1		Transducin/WD40 repeat-like superfamily protein
GSVIVT01000729001	PF07992,PF00070,PF02852	PTHR22912	KOG0405	1.8.1.7	K00383	AT3G54660.1	ATGR2,EMB2360,GR	glutathione reductase
GSVIVT01000730001	PF03876,PF08292	PTHR12709	KOG3297	2.7.7.6	K03022	AT1G06790.1		RNA polymerase Rpb7 N-terminal domain-containing protein
GSVIVT01000731001	PF03876	PTHR12709				AT1G06790.2		RNA polymerase Rpb7 N-terminal domain-containing protein
GSVIVT01000732001						AT1G06790.1		RNA polymerase Rpb7 N-terminal domain-containing protein
GSVIVT01000733001								
GSVIVT01000735001		PTHR10263				AT4G32530.1		ATPase, F0/V0 complex, subunit C protein
GSVIVT01000736001						AT1G06790.1		RNA polymerase Rpb7 N-terminal domain-containing protein
GSVIVT01000743001	PF07123				K02721	AT2G30570.1	PSBW	photosystem II reaction center W
GSVIVT01000744001	PF01501			2.4.1.43	K13648	AT1G06780.1	GAUT6	galacturonosyltransferase 6
GSVIVT01000745001	PF01544	PTHR13890				AT5G64560.1	ATMGT9,MGT9,MRS2-2	magnesium transporter 9
GSVIVT01000746001	PF01544	PTHR13890				AT5G64560.1	ATMGT9,MGT9,MRS2-2	magnesium transporter 9
GSVIVT01000748001	PF00097	PTHR10825	KOG2660			AT2G30580.1	DRIP2	DREB2A-interacting protein 2
GSVIVT01000750001	PF01490	PTHR22950	KOG1303			AT1G08230.2	ATGAT1,GAT1	Transmembrane amino acid transporter family protein
GSVIVT01000751001	PF05486	PTHR12834	KOG3465		K03109	AT3G49100.1		Signal recognition particle, SRP9/SRP14 subunit
GSVIVT01000752001	PF10533,PF03106					AT2G30590.1	WRKY21	WRKY DNA-binding protein 21
GSVIVT01000754001	PF00203	PTHR11880	KOG0898		K02958	AT5G09500.1		Ribosomal protein S19 family protein
GSVIVT01000755001	PF00538	PTHR11467			K11275	AT2G30620.1		winged-helix DNA-binding transcription factor family protein
GSVIVT01000756001	PF06414					AT2G30630.1		P-loop containing nucleoside triphosphate hydrolases superfamily protein
GSVIVT01000757001	PF01535	PTHR10483				AT3G22470.1		Pentatricopeptide repeat (PPR) superfamily protein
GSVIVT01000758001	PF00013,PF07650	PTHR10288	KOG2190			AT3G04610.1	FLK	RNA-binding KH domain-containing protein
GSVIVT01000760001								
GSVIVT01000761001	PF00294	PTHR10584	KOG2855			AT1G06730.1		pfkB-like carbohydrate kinase family protein
